Name,Points,Year,Position,Number,School,YDS,TDS
Eli Stewart,0.0,SR,LB/TE,#0,Newton,0,0
Malachi Seyler,0.0,SR,RB/DB,#24,Grand View Christian,0,0
Joe Crawford,0.0,SO,QB/DB,#4,ACGC,0,0
Carson Fox,0.0,SR,RB/LB,#2,Clear Creek Amana,0,0
Matthew Helscher,0.0,SR,WR/DB,#18,Wapello,0,0
Drew Beatty,0.0,SR,QB/DB,#6,Independence,0,0
Brady McDonald,0.0,SR,RB/LB,#24,Independence,0,0
Christopher Meyer,0.0,SO,QB/DB,#17,Independence,0,0
Brody Cullin,0.0,SR,WR/S,#8,Shenandoah,0,0
Cole Graham,0.0,SO,TE/LB,#11,Shenandoah,0,0
Ethan Laughlin,0.0,SO,RB/LB,#26,Shenandoah,0,0
Zane McManis,0.0,SO,RB/LB,#15,Shenandoah,0,0
Ben Casey,0.0,JR,QB/S,#10,Treynor,0,0
Drew Meyers,0.0,SO,RB/LB,#15,Treynor,0,0
Jett Sornson,0.0,SO,RB/S,#30,Treynor,0,0
Sawyer Schmidt,0.0,SR,RB/LB,#45,Northeast,0,0
Isaiah Maker,0.0,SR,WR/DB,#8,Starmont,0,0
Jaxson Lundgren,0.0,SO,RB/LB,#6,North Fayette Valley,0,0
JT Berner,0.0,JR,RB/DB,#3,Colfax-Mingo,0,0
Cal Harvey,0.0,SO,RB/LB,#20,Kingsley-Pierson,0,0
Wyatt Klaschen,0.0,FR,QB/DB,#5,Kingsley-Pierson,0,0
Matthew Malm,0.0,SO,QB/S,#8,Emmetsburg,0,0
Daniel Blackwell,0.0,SR,RB/S,#24,Hinton,0,0
Eli Dies,0.0,SO,RB/LB,#13,North Cedar,0,0
Ryan Heaton,0.0,JR,FB/DE,#43,Melcher-Dallas,0,0
Leo Schrader,0.0,FR,QB/DB,#23,Melcher-Dallas,0,0
Gavyn Thordarson,0.0,SO,RB/DE,#8,Melcher-Dallas,0,0
Brock Spears,0.0,FR,RB/LB,#25,Mediapolis,0,0
Jacob Mahler,0.0,SO,RB/LB,#18,Hampton-Dumont-CAL,0,0
Brody Strother,0.0,SO,WR/DB,#23,Hampton-Dumont-CAL,0,0
Chase Johnson,0.0,JR,RB/LB,#32,Hampton-Dumont-CAL,0,0
Tate Murray,0.0,SR,WR/DB,#84,Hampton-Dumont-CAL,0,0
Ethon Morrow,0.0,SR,TE/DL,#14,Manson-NW Webster,0,0
JaShaden (JT) Baker,0.0,SR,RB/DB,#4,Oskaloosa,0,0
Colin Baker,0.0,SR,QB/DB,#12,Regina Catholic,0,0
Andrew Greve,0.0,SO,CB,#13,Regina Catholic,0,0
Cody McKim,0.0,JR,WR/DB,#3,Louisa-Muscatine,0,0
Max Volkl,0.0,JR,TE/LB,#4,Louisa-Muscatine,0,0
Mason Zaehringer,0.0,SO,RB/LB,#44,Louisa-Muscatine,0,0
Jake Hausman,0.0,SR,RB/DB,#2,Kuemper Catholic,0,0
Will Simons,0.0,SR,RB/LB,#9,Kuemper Catholic,0,0
Carson Kanne,0.0,JR,WR/DB,#4,Kuemper Catholic,0,0
Jacob Hayes,0.0,SO,QB/DB,#12,Marshalltown,0,0
Nicholas Wise,0.0,SO,RB/DB,#13,Marshalltown,0,0
Caleb Moore,0.0,SR,LB/RB,#15,Lewis Central,0,0
Carson Andreasen,0.0,SR,RB/LB,#3,Mount Pleasant,0,0
Payson Coleman,0.0,SR,WR/DB,#8,Mount Pleasant,0,0
Gage Moser,0.0,JR,RB/DB,#22,Crestwood,0,0
Ryker Hoffman,0.0,JR,WR/CB,#2,Rockford,0,0
Carter Anderson,0.0,JR,QB/DB,#15,Northwood-Kensett,0,0
Kolton Robinson,0.0,SO,RB/DB,#23,Northwood-Kensett,0,0
Braeden Bosma,0.0,JR,WR/DB,#3,Unity Christian,0,0
Cole Rens,0.0,SR,TE/LB,#25,Unity Christian,0,0
Blake Ewing,0.0,FR,FB/LB,#31,Moravia,0,0
Kale Moore,0.0,FR,QB/DB,#14,Moravia,0,0
Isaac Messamaker,0.0,JR,FB/LB,#25,Moravia,0,0
Corbin West,0.0,JR,QB/S,#7,Benton,0,0
Reece Oswald,0.0,SR,RB/CB,#27,WACO,0,0
Tristen Koehn,0.0,SR,FB/DL,#45,MFL MarMac,0,0
Gabriel Chayee,0.0,SR,WR,#3,Waukee,0,0
Caden Carruthers,0.0,JR,QB/DL,#20,Southeast Warren,0,0
Brogan Ewing,0.0,JR,WR/CB,#10,Southeast Warren,0,0
Owen Cassady,0.0,SR,WR/CB,#7,Interstate 35,0,0
Dawson Beyer,0.0,SO,RB/LB,#2,Sibley-Ocheyedan,0,0
Gavin Hensch,0.0,SO,WR/DB,#22,Sibley-Ocheyedan,0,0
Zach Smid,0.0,SR,RB,#9,Dowling Catholic,0,0
Rowen Archer,0.0,JR,WR/DB,#14,Albia,0,0
Collin Hoffman,0.0,SR,QB/S,#14,GTRA,0,0
Caleb Swedin,0.0,SO,RB/LB,#7,GTRA,0,0
Dawson Goodman,0.0,JR,WR/LB,#24,West Marshall,0,0
David Fason,0.0,SO,OL/DL,#50,Cedar Rapids Washington,0,0
Rocco Schmidt,0.0,SO,QB/DB,#10,Cedar Rapids Washington,0,0
Ethan Schaufenbuel,0.0,SO,WR/CB,#20,Tripoli,0,0
Drew Urbanek,0.0,FR,QB/CB,#10,Tripoli,0,0
Kole Carpenter,0.0,SR,RB/LB,#22,LeMars,0,0
Ashton Nally,0.0,SO,QB/CB,#1,Bedford,0,0
Spencer Martin,0.0,JR,RB,#11,Maquoketa,0,0
Gage Ries,0.0,SO,RB/LB,#31,North Mahaska,0,0
Carson Streeter,0.0,SO,RB/DB,#23,South Winneshiek,0,0
Braiden Todd,0.0,SO,QB/DE,#4,South Winneshiek,0,0
Peyton Amdor,0.0,FR,FB/S,#10,Riverside,0,0
Drew Lee,0.0,SO,RB/DB,#5,AHSTW,0,0
Ty Harmsen,0.0,SR,WR/S,#5,Davenport Central,0,0
Savieon Ross,0.0,SR,WR/DB,#8,Davenport Central,0,0
Tommy Lauck,0.0,JR,RB/DB,#4,Spencer,0,0
Matthew Matthiesen,0.0,JR,RB/DB,#19,Spencer,0,0
Henry Neymeyer,0.0,SR,RB/LB,#6,Lisbon,0,0
Austin Kelsey,0.0,SO,QB/LB,#15,Lisbon,0,0
Colin Rudy,0.0,SO,LB/RB,#5,Atlantic,0,0
Zayden Parker,0.0,SO,LB/QB,#17,Atlantic,0,0
Jax Miller,0.0,JR,WR/DB,#2,West Delaware,0,0
Conrad Smith,0.0,SR,WR/DB,#3,West Delaware,0,0
Dylan Adam,0.0,JR,SL/S,#10,Fairfield,0,0
Kinzer Jaennette,0.0,JR,LB/TE,#10,South Tama,0,0
Kyan McBride,0.0,SR,OG/LB,#61,South Tama,0,0
Emerson Bridgewater,0.0,FR,QB/DE,#17,South Tama,0,0
Caden Dorr,0.0,SR,RB/LB,#6,Council Bluffs Lincoln,0,0
Carter Hassebroek,0.0,JR,WR/DB,#8,Iowa Valley,0,0
Ian Smith,0.0,JR,TE/LB,#5,Iowa Valley,0,0
Cal Pryor,0.0,FR,QB/DB,#12,Woodbine,0,0
Roger Lopez,0.0,SR,TE/LB,#40,Ames,0,0
Jeffrey Roberts,0.0,SO,WR/DB,#18,Ames,0,0
Devon Lotts,0.0,JR,WR/DB,#24,Dike-New Hartford,0,0
Milo Ashbacker,0.0,SR,RB/DB,#20,Solon,0,0
Nash Kotar,0.0,SR,WR/QB,#9,Solon,0,0
Cole Carney,0.0,JR,RB/LB,#32,Solon,0,0
Dylan Bolton,0.0,JR,RB/LB,#8,Boone,0,0
Dayne Brekke,0.0,SO,RB/LB,#10,Boone,0,0
Kason Calhoun,0.0,FR,RB/DB,#32,CAM,0,0
Ty Flathers,0.0,SR,RB/DB,#15,CAM,0,0
Kayden Winther,0.0,FR,RB/LB,#13,CAM,0,0
Cayden Allen,0.0,JR,LB/RB,#32,Camanche,0,0
Johnny Adams,0.0,JR,WR,#10,Riceville,0,0
Reagan Richardson,0.0,FR,RB,#22,Riceville,0,0
Cale Morrow,0.0,JR,RB/LB,#5,Martensdale-St Marys,0,0
Sam Myer,0.0,JR,LB/RB,#33,St. Edmond,0,0
Damarius Parker,0.0,JR,RB/LB,#21,Des Moines Lincoln,0,0
Fisher Wilson,0.0,JR,RB/S,#8,Des Moines Lincoln,0,0
Griffin Buss,0.0,SR,TE/LB,#80,North Butler,0,0
Brody Wangsness,0.0,SO,QB/DB,#1,North Butler,0,0
Carter White,0.0,SO,QB/S,#4,Beckman Catholic,0,0
Noah Cracraft,0.0,SR,WR,#1,Valley,0,0
Jonah Williams,0.0,SR,RB/LB,#34,Mount Vernon,0,0
Rylan Richardson,0.0,SO,WR/CB,#1,Storm Lake,0,0
Brock Turnquist,0.0,SR,RB/LB,#33,Storm Lake,0,0
Jack Schramm,0.0,JR,WR/DB,#10,Bishop Heelan,0,0
Gehrig Tibbitts,0.0,SO,WR/DB,#23,Waverly-Shell Rock,0,0
Brayden Foster,0.0,SR,LB/RB,#35,North Polk,0,0
Brock Miller,0.0,SR,WR/CB,#1,North Polk,0,0
Creyton Eberhart,0.0,SO,RB/LB,#33,Aplington-Parkersburg,0,0
Ty Luhring,0.0,JR,RB/LB,#31,Aplington-Parkersburg,0,0
Evan Hildring,0.0,SO,RB/LB,#15,West Lyon,0,0
CJ Petersen,0.0,JR,QB/CB,#5,Woodward-Granger,0,0
Kelan Stevenson,0.0,SO,TE/LB,#62,Lamoni,0,0
Landon Steinhoff,0.0,SR,RB/LB,#35,Westwood,0,0
Joey Andres,0.0,JR,WR/LB,#18,Spirit Lake,0,0
Logan Schroeder,0.0,SR,RB/LB,#36,East Sac County,0,0
Devin Meyer,0.0,SR,TE/LB,#15,Harris-Lake Park,0,0
Hayden Wahlberg,0.0,JR,WR/LB,#16,Akron-Westfield,0,0
Rayce Heitman,0.0,JR,WR/LB,#6,Williamsburg,0,0
Karter Murphy,0.0,SO,RB/DB,#11,Wayne,0,0
Cesar Garrido,0.0,SR,WR/DB,#10,Muscatine,0,0
Aiden Lopez,0.0,SR,WR/DB,#26,Muscatine,0,0
Jose Alfaro,0.0,JR,QB/DB,#10,Belmond-Klemme,0,0
James Rosendahl,0.0,FR,RB/DL,#21,Belmond-Klemme,0,0
Ruben Guido,0.0,FR,RB/LB,#26,Belmond-Klemme,0,0
Ian McDonald,0.0,SO,RB/LB,#20,Indianola,0,0
Gabe Rogstad,0.0,SR,TE/LB,#44,Charles City,0,0
Deacon Caspers,0.0,SO,RB/LB,#33,Charles City,0,0
Mason Van Pelt,0.0,JR,RB/LB,#8,Humboldt,0,0
Emerson Gasper,0.0,JR,RB,#40,Linn-Mar,0,0
Stone Morgan,0.0,JR,QB,#10,Linn-Mar,0,0
Corin Fuchtman,0.0,SR,FB/DE,#40,Cedar Falls,0,0
Aidyn Iriarte,0.0,FR,RB/LB,#24,Nashua-Plainfield,0,0
Easton Korell,0.0,SR,WR,#6,ADM,0,0
Drake Williams,0.0,SR,RB/LB,#33,Durant,0,0
Josh Miller,0.0,JR,RB/DB,#27,Eagle Grove,0,0
Carson Hopkins,0.0,FR,TE/LB,#15,West Harrison,0,0
Gage Konz,0.0,JR,WR/LB,#10,Garner Hayfield Ventura,0,0
Cael Benesh,0.0,JR,WR/DB,#4,North Linn,0,0
Cole Griffith,0.0,JR,WR/DB,#18,North Linn,0,0
Gabe Johnson,0.0,SR,QB/LB,#3,Sidney,0,0
Ayden Doyle,0.0,SR,RB/DB,#16,Danville,0,0
